"Story","Title","Result","Date","Stability","Duration (s)"
"como  cliente me encuentro en la pagina principal de la floristeria Mundo Flor.","Compra exitosa de un producto","PENDING","2025-10-06T19:15:52.9752001-05:00[America/Bogota]","0.0","0.29"
