"Story","Title","Result","Date","Stability","Duration (s)"
"como  cliente me encuentro en la pagina principal de la floristeria Mundo Flor.","Compra exitosa de un producto","ERROR","2025-10-07T14:00:48.593327-05:00[America/Bogota]","0.0","17.19"
