"Story","Title","Result","Date","Stability","Duration (s)"
"como  cliente me encuentro en la pagina principal de la floristeria Mundo Flor.","Compra exitosa de un producto","ERROR","2025-10-07T13:56:42.8928609-05:00[America/Bogota]","0.0","0.9"
